RelationshipStatus,HowLongRelationship,HowOften,Snores,FrequentBathroom,Sick,NoIntimate,TempPreferences,Argument,NoSpace,NoCovers,Child,NightWorking,FirstTime,StayTogether,SleepBetter,SexLife,Occupation,Gender,Age,Income,Education,Location
In a domestic partnership or civil union,16-20 years,A few times per month,0,1,0,0,0,0,0,0,0,0,Within 6-10 years of our relationship,Strongly agree,Somewhat disagree,Somewhat disagree,Personal Care and Service Occupations,Female,45-60,"$100,000 - $149,999",Graduate degree,New England
Married,11-15 years,Once a month or less,0,0,0,0,0,0,0,0,1,0,Within 6-10 years of our relationship,Strongly disagree,Somewhat agree,Strongly disagree,Healthcare Support Occupations,Male,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
Married,More than 20 years,Once a year or less,0,0,1,0,0,0,0,0,0,0,Within 11-15 years of our relationship,Strongly disagree,Strongly disagree,Neither agree nor disagree,Food Preparation and Serving Related Occupations,Male,> 60,"$25,000 - $49,999",Bachelor degree,New England
"Single, but cohabiting with a significant other",6-10 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Business and Financial Operations Occupations,Female,30-44,"$150,000+",Bachelor degree,East North Central
Married,6-10 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Healthcare Support Occupations,Male,18-29,"$50,000 - $99,999",Bachelor degree,East North Central
Married,More than 20 years,Once a year or less,1,0,0,0,0,0,0,0,0,0,Within 11-15 years of our relationship,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Legal Occupations,Female,45-60,"$100,000 - $149,999",Bachelor degree,Pacific
Divorced,11-15 years,Once a month or less,0,0,0,0,0,0,0,0,0,1,Within the first 1-5 years of our relationship,Somewhat agree,Strongly disagree,Strongly disagree,Building and Grounds Cleaning and Maintenance Occupations,Male,45-60,,Some college or Associate degree,Pacific
Married,More than 20 years,Every night,0,0,0,1,0,0,0,0,0,0,After 20 years of our relationship,Somewhat agree,Strongly agree,Neither agree nor disagree,Retired,Male,> 60,"$50,000 - $99,999",Graduate degree,East North Central
"Single, but cohabiting with a significant other",1-5 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,"Arts, Design, Entertainment, Sports, and Media Occupations",Female,18-29,"$25,000 - $49,999",Bachelor degree,East North Central
"Single, but cohabiting with a significant other",1-5 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Other,Female,18-29,"$0 - $24,999",Bachelor degree,West South Central
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Retired,Male,> 60,"$50,000 - $99,999",Graduate degree,Middle Atlantic
Married,More than 20 years,Once a year or less,1,0,1,0,0,0,0,0,0,1,Within the first 1-5 years of our relationship,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,"Education, Training, and Library Occupations",Male,> 60,"$50,000 - $99,999",Bachelor degree,Pacific
"Single, but cohabiting with a significant other",Less than 1 year,Never,0,0,0,0,0,0,0,0,0,0,,,,,Building and Grounds Cleaning and Maintenance Occupations,Male,> 60,"$150,000+",Less than high school degree,West South Central
"Single, but cohabiting with a significant other",1-5 years,Once a month or less,0,0,0,0,0,0,1,0,0,1,Within the first 1-5 years of our relationship,Strongly disagree,Neither agree nor disagree,Strongly disagree,Other,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Transportation and Materials Moving Occupations,Male,45-60,,Bachelor degree,Pacific
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Homemaker,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,East North Central
Married,11-15 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,"Education, Training, and Library Occupations",Male,30-44,"$25,000 - $49,999",Graduate degree,South Atlantic
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Office and Administrative Support Occupations,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
Married,11-15 years,A few times per month,0,0,1,0,0,0,0,0,0,0,Within 11-15 years of our relationship,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Healthcare Support Occupations,Female,30-44,,Graduate degree,South Atlantic
Married,1-5 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Community and Social Service Occupations,Male,30-44,,Bachelor degree,Mountain
Married,More than 20 years,Every night,1,1,0,1,0,0,0,0,0,0,Within 11-15 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Other,Male,45-60,"$100,000 - $149,999",Graduate degree,West North Central
Married,More than 20 years,A few times per month,1,0,0,0,0,0,0,0,0,0,Within 16-20 years of our relationship,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Business and Financial Operations Occupations,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
Married,More than 20 years,Every night,0,0,0,0,0,0,0,0,0,0,Within 16-20 years of our relationship,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Office and Administrative Support Occupations,Female,30-44,,Some college or Associate degree,Mountain
Married,11-15 years,Every night,0,0,0,0,0,0,0,0,0,1,Within 11-15 years of our relationship,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Sales and Related Occupations,Female,45-60,"$50,000 - $99,999",High school degree,Pacific
Married,More than 20 years,Once a month or less,0,0,0,1,0,0,0,0,0,0,Within 11-15 years of our relationship,Neither agree nor disagree,Somewhat agree,Strongly disagree,Retired,Male,> 60,"$100,000 - $149,999",Graduate degree,West North Central
Married,11-15 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,"Arts, Design, Entertainment, Sports, and Media Occupations",Male,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central
Married,1-5 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Management Occupations,Female,30-44,,Graduate degree,South Atlantic
Married,16-20 years,Every night,1,0,0,0,0,0,0,0,0,0,After 20 years of our relationship,Strongly disagree,Strongly disagree,Strongly disagree,"Education, Training, and Library Occupations",Male,45-60,"$25,000 - $49,999",Bachelor degree,South Atlantic
"Single, but cohabiting with a significant other",6-10 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,"Arts, Design, Entertainment, Sports, and Media Occupations",Male,30-44,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Healthcare Support Occupations,Male,45-60,"$100,000 - $149,999",Graduate degree,Middle Atlantic
Married,More than 20 years,Every night,1,1,0,0,0,0,0,0,0,0,After 20 years of our relationship,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Retired,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic
Married,6-10 years,Once a year or less,0,0,1,0,0,1,0,0,1,1,Within the first 1-5 years of our relationship,Strongly disagree,Somewhat disagree,Strongly disagree,Homemaker,Female,18-29,,Some college or Associate degree,Middle Atlantic
"Single, but cohabiting with a significant other",Less than 1 year,Never,0,0,0,0,0,0,0,0,0,0,,,,,Personal Care and Service Occupations,Female,> 60,"$50,000 - $99,999",High school degree,Middle Atlantic
Married,16-20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Retired,Male,> 60,"$150,000+",Some college or Associate degree,West South Central
Married,11-15 years,A few times per week,1,0,0,0,1,1,0,0,0,0,Within 11-15 years of our relationship,Neither agree nor disagree,Somewhat agree,Strongly disagree,Other,Female,30-44,"$25,000 - $49,999",High school degree,South Atlantic
Married,11-15 years,Every night,1,0,0,0,0,0,0,0,1,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Strongly agree,Strongly disagree,Office and Administrative Support Occupations,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Office and Administrative Support Occupations,Female,> 60,,Bachelor degree,East North Central
Married,6-10 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Healthcare Support Occupations,Female,30-44,"$50,000 - $99,999",High school degree,South Atlantic
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Healthcare Practitioners and Technical Occupations,Female,45-60,"$150,000+",Bachelor degree,Pacific
Married,More than 20 years,Every night,0,1,0,0,0,0,0,0,0,0,After 20 years of our relationship,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Retired,Male,> 60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Business and Financial Operations Occupations,Female,> 60,,Bachelor degree,Mountain
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Retired,Male,> 60,"$100,000 - $149,999",Graduate degree,New England
Married,11-15 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Healthcare Support Occupations,Female,30-44,,Some college or Associate degree,East North Central
Married,6-10 years,Every night,1,0,0,0,0,0,0,0,0,1,Within the first 1-5 years of our relationship,Strongly agree,Strongly agree,Neither agree nor disagree,"Life, Physical, and Social Science Occupations",Female,45-60,"$150,000+",Graduate degree,Mountain
Married,More than 20 years,Once a year or less,0,0,1,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Strongly disagree,Neither agree nor disagree,Strongly disagree,Office and Administrative Support Occupations,Female,45-60,"$50,000 - $99,999",High school degree,East South Central
Married,6-10 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Management Occupations,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic
In a domestic partnership or civil union,6-10 years,A few times per month,1,1,1,0,1,1,0,0,0,0,Within the first 1-5 years of our relationship,Somewhat disagree,Strongly agree,Strongly disagree,"Education, Training, and Library Occupations",Female,45-60,"$100,000 - $149,999",Graduate degree,East North Central
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Management Occupations,Female,45-60,,Bachelor degree,Middle Atlantic
Married,11-15 years,Every night,1,0,0,0,1,0,0,0,0,0,Within the first 1-5 years of our relationship,Strongly agree,Strongly agree,Somewhat agree,Office and Administrative Support Occupations,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
Married,6-10 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,"Farming, Fishing, and Forestry Occupations",Female,30-44,"$50,000 - $99,999",Graduate degree,Middle Atlantic
Married,6-10 years,Once a year or less,1,0,0,0,0,0,0,0,0,0,Within 6-10 years of our relationship,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Healthcare Practitioners and Technical Occupations,Male,30-44,,Graduate degree,Middle Atlantic
Married,6-10 years,A few times per month,0,0,0,0,0,1,0,0,0,1,Within 6-10 years of our relationship,Strongly disagree,Strongly disagree,Strongly disagree,Production Occupations,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,"Education, Training, and Library Occupations",Female,> 60,"$100,000 - $149,999",Graduate degree,Middle Atlantic
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Other,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,East North Central
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Computer and Mathematical Occupations,Male,45-60,,Some college or Associate degree,West North Central
Separated,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Computer and Mathematical Occupations,Female,> 60,"$0 - $24,999",Some college or Associate degree,South Atlantic
In a domestic partnership or civil union,16-20 years,Every night,0,0,0,0,0,0,0,0,0,0,Within 11-15 years of our relationship,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Production Occupations,Female,45-60,"$50,000 - $99,999",Less than high school degree,South Atlantic
Married,More than 20 years,Once a month or less,0,0,0,0,0,0,0,0,0,1,Within 11-15 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Legal Occupations,Female,30-44,"$100,000 - $149,999",Graduate degree,South Atlantic
"Single, but cohabiting with a significant other",1-5 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Sales and Related Occupations,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,East South Central
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Retired,Male,> 60,"$100,000 - $149,999",Graduate degree,Pacific
Married,16-20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Community and Social Service Occupations,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific
"Single, but cohabiting with a significant other",11-15 years,Once a month or less,1,0,1,0,0,1,0,0,0,0,Within 6-10 years of our relationship,Somewhat agree,Somewhat agree,Neither agree nor disagree,Computer and Mathematical Occupations,Female,30-44,"$50,000 - $99,999",Bachelor degree,West South Central
Married,More than 20 years,Every night,1,0,0,0,0,0,0,0,0,0,Within 11-15 years of our relationship,Somewhat agree,Strongly agree,Strongly disagree,"Education, Training, and Library Occupations",Female,> 60,"$150,000+",Bachelor degree,Middle Atlantic
Married,More than 20 years,A few times per month,0,0,0,0,1,0,1,0,0,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Retired,Female,> 60,"$0 - $24,999",Some college or Associate degree,Middle Atlantic
Married,11-15 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Office and Administrative Support Occupations,Female,45-60,,Graduate degree,South Atlantic
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Retired,Male,> 60,"$50,000 - $99,999",Graduate degree,East North Central
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Architecture and Engineering Occupations,Female,30-44,"$25,000 - $49,999",Bachelor degree,West South Central
"Single, but cohabiting with a significant other",1-5 years,Once a month or less,0,0,0,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Legal Occupations,Female,18-29,,Some college or Associate degree,Middle Atlantic
Married,1-5 years,Once a month or less,0,0,0,0,0,0,0,0,1,0,Within the first 1-5 years of our relationship,Strongly disagree,Strongly disagree,Strongly disagree,"Arts, Design, Entertainment, Sports, and Media Occupations",Male,30-44,"$150,000+",Bachelor degree,Pacific
Married,More than 20 years,Once a year or less,0,0,1,0,0,0,0,0,0,0,After 20 years of our relationship,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Unemployed,Male,45-60,"$0 - $24,999",Bachelor degree,East North Central
"Single, but cohabiting with a significant other",16-20 years,Every night,0,0,0,0,0,0,1,0,0,0,Within 11-15 years of our relationship,Neither agree nor disagree,Somewhat agree,Strongly disagree,"Education, Training, and Library Occupations",Male,45-60,"$150,000+",Bachelor degree,New England
Married,11-15 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Healthcare Practitioners and Technical Occupations,Female,45-60,"$150,000+",Graduate degree,South Atlantic
Married,6-10 years,Once a year or less,1,0,0,0,0,0,0,0,0,0,Immediately/ We've always slept in separate beds,Strongly disagree,Strongly disagree,Strongly disagree,"Education, Training, and Library Occupations",Female,30-44,"$50,000 - $99,999",Graduate degree,East North Central
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Healthcare Practitioners and Technical Occupations,Male,> 60,"$100,000 - $149,999",Bachelor degree,West North Central
Married,More than 20 years,Once a month or less,1,0,0,0,0,0,0,0,0,0,Within 6-10 years of our relationship,Neither agree nor disagree,Somewhat agree,Strongly disagree,Office and Administrative Support Occupations,Female,45-60,"$50,000 - $99,999",Bachelor degree,East North Central
